개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3000000,3000000-102-2004-00013,2004-09-04,,3,폐업,2,폐업,2008-10-31,,,,20022666821,,110-836,서울특별시 종로구 종로5가 231-9번지 지상2층 ,,,두타노래빠주점,2010-08-02 16:45,I,59:59.0,룸살롱,200294.7149,452051.8076,룸살롱,1,1,기타,,상수도전용,,,,,,,,,N,142.42,,,
3000000,3000000-102-2004-00014,2004-09-06,,3,폐업,2,폐업,2020-10-23,,,,,48.87,110-851,서울특별시 종로구 효제동 246-1 ,서울특별시 종로구 대학로2길 7-1 (효제동),3126,부영,2020-10-23 14:10,U,40:00.0,룸살롱,200151.2912,452141.1888,룸살롱,0,1,,,상수도전용,,,,,,,,,N,48.87,,,
3000000,3000000-102-2005-00002,2005-03-09,,3,폐업,2,폐업,2013-07-29,,,,,,110-061,서울특별시 종로구 신문로1가 25번지 지하1층 ,,,발리,2008-05-14 15:36,I,59:59.0,룸살롱,197680.7801,452016.5439,룸살롱,,,,,,,,,,,,,,N,78.84,,,
3000000,3000000-102-1974-08243,1974-03-30,,3,폐업,2,폐업,2012-12-24,,,,02 7305296,,110-100,서울특별시 종로구 교남동 71-1번지 ,서울특별시 종로구 통일로 172 (교남동),,텐프로노래바,2012-07-06 15:56,I,59:59.0,스텐드바,,,스텐드바,,,,,,,,,,,,,,N,142.94,,,
3000000,3000000-102-1984-08265,1984-09-08,,3,폐업,2,폐업,2001-11-28,,,,02 7445353,,110-320,서울특별시 종로구 낙원동 148-0번지 ,,,뉴월드,2001-11-20 0:00,I,59:59.0,스텐드바,199002.7071,452158.8704,스텐드바,2,3,기타,갑,상수도전용,,,,,,,,,N,114.34,,,
3000000,3000000-102-1984-08322,1984-09-21,,3,폐업,2,폐업,2004-06-30,,,,222792880,56,110-420,서울특별시 종로구 관수동 143-0 ,서울특별시 종로구 수표로18길 6-8 (관수동),3192,레드폭스비지니스클럽,2021-05-13 12:32,U,40:00.0,카바레,199038.463,451853.0373,카바레,2,3,기타,갑,상수도전용,,,,,,,,,N,56,,,
3000000,3000000-102-1984-08276,1984-10-06,,3,폐업,2,폐업,1998-08-17,,,,207651368,,110-807,서울특별시 종로구 돈의동 45-1번지 ,,,난초,2002-01-16 0:00,I,59:59.0,스텐드바,199093.1052,452268.9283,스텐드바,2,2,기타,갑,상수도전용,,,,,,,,,N,107.52,,,
3000000,3000000-102-1999-10964,1999-12-18,,3,폐업,2,폐업,2013-09-25,,,,02 7382122,,110-090,서울특별시 종로구 교북동 90-1번지 지하1층 ,"서울특별시 종로구 통일로 184 (교북동,지하1층)",,실크로드,2012-06-18 10:51,I,59:59.0,룸살롱,,,룸살롱,,,,,,,,,,,,,,N,133.26,,,
3000000,3000000-102-1999-11779,1999-12-18,,3,폐업,2,폐업,2004-03-02,,,,222669850,,110-836,서울특별시 종로구 종로5가 478-0번지 ,,,부일집,2003-09-23 0:00,I,59:59.0,룸살롱,200407.8618,451970.8093,룸살롱,0,5,기타,갑,상수도전용,,,,,,,,,N,58.78,,,
3000000,3000000-102-1974-08292,1974-05-10,,3,폐업,2,폐업,2024-02-08,,,,02 7303697,121.93,110-300,서울특별시 종로구 관훈동 198-8 지하1층 ,"서울특별시 종로구 인사동5길 42 (관훈동,지하1층)",3149,엑스포,2024-02-08 13:38,U,40:00.0,룸살롱,198500.4476,452243.4337,룸살롱,0,0,기타,갑,상수도전용,0,0,0,0,0,,0,0,N,121.93,,,
3000000,3000000-102-1974-08231,1974-05-30,,3,폐업,2,폐업,2005-07-28,,,,02 7342204,,110-122,서울특별시 종로구 종로2가 8-4번지 ,,,다이아나,2005-05-10 0:00,I,59:59.0,룸살롱,198572.8391,452022.3732,룸살롱,1,0,기타,기타,상수도전용,,,,,,,,,N,194.97,,,
3000000,3000000-102-1974-08323,1974-06-07,,3,폐업,2,폐업,2000-05-29,,,,02 7651117,,110-350,서울특별시 종로구 운니동 37-2번지 ,,,서림,2001-09-29 0:00,I,59:59.0,요정,199011.6366,452680.7218,요정,2,10,기타,갑,상수도전용,,,,,,,,,N,350.08,,,
3000000,3000000-102-1974-08313,1974-06-25,,3,폐업,2,폐업,2012-03-21,,,,202529857,,110-825,서울특별시 종로구 숭인동 200-25번지 (지상2층) ,,,해성노래크럽,2007-06-12 0:00,I,59:59.0,룸살롱,201702.9744,452416.9092,룸살롱,0,0,,,,,,,,,,,,N,76.24,,,
3000000,3000000-102-1974-08338,1974-10-23,,3,폐업,2,폐업,2003-10-31,,,,207349441,,110-130,서울특별시 종로구 청진동 175-0번지 ,,,진당,2002-11-11 0:00,I,59:59.0,요정,,,요정,0,0,기타,갑,상수도전용,,,,,,,,,N,241.8,,,
3000000,3000000-102-1974-08278,1974-11-14,,3,폐업,2,폐업,2004-04-20,,,,02 3957100,,110-846,서울특별시 종로구 평창동 113-1번지 ,,,비지니스,2003-03-10 0:00,I,59:59.0,스텐드바,197908.031,456529.7086,스텐드바,4,4,기타,갑,상수도전용,,,,,,,,,N,166.84,,,
3000000,3000000-102-1974-08297,1974-12-12,,3,폐업,2,폐업,1993-06-30,,,,207331800,,110-111,서울특별시 종로구 관철동 12-16번지 ,,,반쥴,2001-11-20 0:00,I,59:59.0,룸살롱,198710.1534,451865.0176,룸살롱,5,7,기타,갑,상수도전용,,,,,,,,,N,173.1,,,
3000000,3000000-102-1974-08296,1974-12-23,,3,폐업,2,폐업,2001-12-12,,,,222710834,,110-420,서울특별시 종로구 관수동 130-1번지 ,,,뉴서울테크,2001-09-29 0:00,I,59:59.0,룸살롱,199042.7241,451834.5532,룸살롱,3,3,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,130,,,
3000000,3000000-102-1994-08271,1994-07-29,,3,폐업,2,폐업,2002-09-17,,,,02 7624669,,110-126,서울특별시 종로구 종로6가 242-1번지 ,,,귀빈,2002-09-17 0:00,I,59:59.0,카바레,200480.1776,452225.923,카바레,4,4,기타,갑,상수도전용,,,,,,,,,N,212.51,,,
3000000,3000000-102-1999-10334,1999-04-08,,3,폐업,2,폐업,2007-01-30,,,,02 7433544,,110-360,서울특별시 종로구 와룡동 122-0번지 ,,,카지노,2003-03-26 0:00,I,59:59.0,룸살롱,199083.4375,452755.4574,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,136.1,,,
3000000,3000000-102-1999-10228,1999-05-17,,3,폐업,2,폐업,2018-06-05,,,,222536700,,110-825,서울특별시 종로구 숭인동 201-25번지 ,서울특별시 종로구 난계로29길 43 (숭인동),3115,용가리 노래타운,2018-06-05 16:15,I,59:59.0,룸살롱,201778.6965,452392.6422,룸살롱,,,,,,,,,,,,,,N,97.13,,,
3000000,3000000-102-1999-10141,1999-06-22,,3,폐업,2,폐업,2004-02-12,,,,02 7337883,,110-121,서울특별시 종로구 종로1가 24-0번지 ,,,보물섬,2002-08-07 0:00,I,59:59.0,룸살롱,198150.3004,452019.2126,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,87.64,,,
3000000,3000000-102-1999-10538,1999-06-29,,3,폐업,2,폐업,2004-12-21,,,,02 7358920,,110-071,서울특별시 종로구 당주동 2-3번지 ,,,필,1999-06-29 0:00,I,59:59.0,룸살롱,197664.9406,452234.4882,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,43.56,,,
3000000,3000000-102-1975-08226,1975-01-04,,3,폐업,2,폐업,1990-11-05,,,,202746557,,110-111,서울특별시 종로구 관철동 22-0번지 ,,,가야,2001-11-20 0:00,I,59:59.0,고고(디스코)클럽,198908.2848,451897.9989,고고(디스코)클럽,3,3,기타,갑,상수도전용,,,,,,,,,N,198.9,,,
3000000,3000000-102-1975-08285,1975-01-15,,3,폐업,2,폐업,2021-09-07,,,,02 7338855,84.98,110-170,서울특별시 종로구 견지동 68-15 ,서울특별시 종로구 우정국로 50-2 (견지동),3145,거목,2021-09-07 9:28,U,40:00.0,룸살롱,198460.8739,452361.1062,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,84.98,,,
3000000,3000000-102-1975-08234,1975-01-22,,3,폐업,2,폐업,2006-08-16,,,,02 7648812,,110-842,서울특별시 종로구 창신동 436-65번지 지하동 ,,,뉴서울,2006-01-13 0:00,I,59:59.0,카바레,201111.207,451979.5066,카바레,3,3,기타,갑,상수도전용,,,,,,,,,N,448.2,,,
3000000,3000000-102-1975-08300,1975-03-02,,3,폐업,2,폐업,1993-06-24,,,,202661960,,110-430,서울특별시 종로구 장사동 182-9번지 ,,,백악관,2002-01-16 0:00,I,59:59.0,룸살롱,199470.1316,451877.9792,룸살롱,5,7,기타,갑,상수도전용,,,,,,,,,N,4.5,,,
3000000,3000000-102-1975-08310,1975-04-23,,3,폐업,2,폐업,2005-06-30,,,,,120.75,110-126,서울특별시 종로구 종로6가 155-1 ,서울특별시 종로구 율곡로30길 18 (종로6가),3124,왕과비,2021-05-13 11:54,U,40:00.0,룸살롱,200540.9029,452210.3152,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,120.75,,,
3000000,3000000-102-1975-08235,1975-05-28,,3,폐업,2,폐업,2005-08-04,,,,02 7443600,,110-842,서울특별시 종로구 창신동 444-14번지 ,,,이스턴관광호텔영상가라오께,2003-04-15 0:00,I,59:59.0,룸살롱,200846.171,452069.0051,룸살롱,3,3,기타,갑,상수도전용,,,,,,,,,N,436.66,,,
3000000,3000000-102-1975-08283,1975-06-26,,3,폐업,2,폐업,1993-06-30,,,,207331800,,110-111,서울특별시 종로구 관철동 12-16번지 ,,,반줄,2001-11-20 0:00,I,59:59.0,비어(바)살롱,198710.1534,451865.0176,비어(바)살롱,1,1,기타,갑,상수도전용,,,,,,,,,N,67.32,,,
3000000,3000000-102-1975-08327,1975-10-01,,3,폐업,2,폐업,1997-02-26,,,,02 7375953,,110-101,서울특별시 종로구 송월동 32-43번지 ,,,고려원,2001-09-29 0:00,I,59:59.0,요정,,,요정,3,7,기타,갑,상수도전용,,,,,,,,,N,616.56,,,
3000000,3000000-102-1975-08236,1975-10-02,,3,폐업,2,폐업,1994-11-15,,,,203123809,,110-846,서울특별시 종로구 평창동 113-1번지 ,,,북악파크호텔나이트크,2001-09-29 0:00,I,59:59.0,관광호텔나이트(디스코),197908.031,456529.7086,관광호텔나이트(디스코),5,10,기타,갑,상수도전용,,,,,,,,,N,461.9,,,
3000000,3000000-102-1975-08228,1975-12-16,,3,폐업,2,폐업,2005-12-31,,,,222653621,376.5,110-420,서울특별시 종로구 관수동 145-1 ,,,카네기,2021-05-13 12:34,U,40:00.0,카바레,199022.3303,451854.2675,카바레,4,0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,376.5,,,
3000000,3000000-102-1975-08288,1975-12-16,,3,폐업,2,폐업,2009-04-10,,,,02 7420743,,110-808,서울특별시 종로구 돈의동 144번지 ,,,진샤인,2002-01-17 0:00,I,59:59.0,카바레,,,카바레,7,7,기타,갑,상수도전용,,,,,,,,,N,517.68,,,
3000000,3000000-102-1975-08311,1975-12-16,,3,폐업,2,폐업,1996-06-21,,,,02 2738141,,110-834,서울특별시 종로구 예지동 179-2번지 ,,,가락,2002-01-16 0:00,I,59:59.0,룸살롱,199694.6145,451869.1788,룸살롱,0,0,기타,갑,상수도전용,,,,,,,,,N,333.06,,,
3000000,3000000-102-2000-11108,2000-03-07,,3,폐업,2,폐업,2006-07-07,,,,02 7224250,,110-070,서울특별시 종로구 내수동 167-0번지 (지하1) ,,,파타야,2003-02-05 0:00,I,59:59.0,룸살롱,197567.938,452276.4546,룸살롱,0,0,기타,갑,상수도전용,,,,,,,,,N,111.72,,,
3000000,3000000-102-2000-11127,2000-03-15,,3,폐업,2,폐업,2008-01-25,,,,02 7208581,,110-071,서울특별시 종로구 당주동 23-15번지 지상2층 ,,,홍콩비지니스크럽,2005-04-13 0:00,I,59:59.0,룸살롱,197782.946,452078.9207,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,51.04,,,
3000000,3000000-102-2000-11157,2000-03-28,,3,폐업,2,폐업,2003-05-28,,,,02 7333357,,110-130,서울특별시 종로구 청진동 88-0번지 ,,,홍콩,2000-03-28 0:00,I,59:59.0,룸살롱,,,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,92.15,,,
3000000,3000000-102-2000-11179,2000-03-31,,3,폐업,2,폐업,2001-05-29,,,,02 7669271,,110-835,서울특별시 종로구 종로5가 38-1번지 ,,,카프리,2001-05-29 0:00,I,59:59.0,룸살롱,200263.9717,452127.9204,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,81.91,,,
3000000,3000000-102-2000-11232,2000-04-21,,3,폐업,2,폐업,2001-05-02,,,,222793606,,110-836,서울특별시 종로구 종로5가 193-5번지 ,,,네트워크,2001-05-02 0:00,I,59:59.0,룸살롱,200181.1469,452053.5102,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,99,,,
3000000,3000000-102-2000-11266,2000-05-10,,3,폐업,2,폐업,2002-01-04,,,,02 7227100,,110-111,서울특별시 종로구 관철동 7-11번지 ,,,베니스,2002-01-04 0:00,I,59:59.0,룸살롱,198786.9017,451865.4942,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,235.56,,,
3000000,3000000-102-2000-11271,2000-05-13,,3,폐업,2,폐업,2010-11-18,,,,222340935,,110-829,서울특별시 종로구 숭인동 1421-0번지 ,,,동경비지니스,2010-04-26 13:12,I,59:59.0,룸살롱,201906.3508,452384.0403,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,132.83,,,
3000000,3000000-102-2000-11274,2000-05-15,,3,폐업,2,폐업,2020-01-31,,,,263656500,236.94,110-430,서울특별시 종로구 장사동 227-1번지 ,서울특별시 종로구 청계천로 137 (장사동),3193,센트럴하우스,2020-01-31 11:34,U,40:00.0,룸살롱,199302.8185,451834.8172,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,236.94,,,
3000000,3000000-102-2000-11279,2000-05-16,,3,폐업,2,폐업,2005-08-26,,,,222334888,,110-825,서울특별시 종로구 숭인동 201-26번지 ,,,꽃반지,2005-07-18 0:00,I,59:59.0,룸살롱,201840.791,452421.3336,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,121.9,,,
3000000,3000000-102-2000-11289,2000-05-22,,3,폐업,2,폐업,2000-12-07,,,,02 7629644,,110-320,서울특별시 종로구 낙원동 161-0번지 ,,,아리랑,2000-12-08 0:00,I,59:59.0,룸살롱,199045.0867,452109.8017,룸살롱,0,0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,95.34,,,
3000000,3000000-102-2000-11308,2000-05-29,,3,폐업,2,폐업,2000-12-13,,,,02 7399494,,110-071,서울특별시 종로구 당주동 23-6번지 ,,,시디니,2000-12-13 0:00,I,59:59.0,룸살롱,,,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,115.51,,,
3000000,3000000-102-1974-08315,1974-04-20,,3,폐업,2,폐업,2004-10-05,,,,02 7344365,,110-170,서울특별시 종로구 견지동 110-13번지 ,,,발리,2001-11-20 0:00,I,59:59.0,룸살롱,,,룸살롱,2,3,유흥업소밀집지역,관리,상수도전용,,,,,,,,,N,126.45,,,
3000000,3000000-102-1974-08336,1974-04-29,,3,폐업,2,폐업,1994-02-07,,,,207350312,,110-300,서울특별시 종로구 관훈동 2-2번지 ,,,산촌,2001-11-20 0:00,I,59:59.0,요정,198722.3728,452368.4938,요정,2,2,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,83.71,,,
3000000,3000000-102-2000-11691,2000-12-06,,3,폐업,2,폐업,2016-12-01,,,,222721370,,110-836,서울특별시 종로구 종로5가 471-0번지 ,서울특별시 종로구 종로40가길 21-1 (종로5가),3197,들장미,2015-04-29 15:35,I,59:59.0,간이주점,200413.4948,451991.1828,간이주점,0,0,기타,기타,상수도전용,,,,,,,,,N,25.45,,,
3000000,3000000-102-2000-11700,2000-12-07,,3,폐업,2,폐업,2009-05-10,,,,234069090,816.71,110-420,서울특별시 종로구 관수동 20-0 ,서울특별시 종로구 수표로 96 (관수동),3192,국일관나이트클럽,2021-05-13 12:33,U,40:00.0,고고(디스코)클럽,199045.0436,451939.6773,고고(디스코)클럽,0,0,기타,기타,상수도전용,,,,,,,,,N,816.71,,,
3000000,3000000-102-2000-11751,2000-12-27,,3,폐업,2,폐업,2020-08-05,,,,,78.24,110-851,서울특별시 종로구 효제동 245-11 ,서울특별시 종로구 대학로2길 13 (효제동),3126,미인,2020-08-05 17:21,U,40:00.0,요정,200179.8145,452151.3586,요정,,,,,,,,,,,,,,N,78.24,,,
3000000,3000000-102-2001-11771,2001-01-22,,3,폐업,2,폐업,2001-03-20,,,,02 7661300,,110-480,서울특별시 종로구 효제동 318-1번지 ,,,연지노래주점,2001-03-20 0:00,I,59:59.0,룸살롱,200078.6092,452158.6089,룸살롱,,,기타,우수,,,,,,,,,,N,144.31,,,
3000000,3000000-102-2001-11772,2001-01-26,,3,폐업,2,폐업,2022-06-14,,,,222678560,35.32,110-836,서울특별시 종로구 종로5가 231-15 ,"서울특별시 종로구 종로36가길 4, 1층 (종로5가)",3197,강남달,2022-06-14 16:54,U,40:00.0,룸살롱,200292.1857,452029.6699,룸살롱,0,0,기타,기타,상수도전용,0,0,0,0,0,,0,0,N,35.32,,,
3000000,3000000-102-2003-00022,2003-11-06,,3,폐업,2,폐업,2014-04-21,,,,02  720 6419,,110-111,서울특별시 종로구 관철동 42-3번지 ,"서울특별시 종로구 종로10길 19, 2층 (관철동)",,뮤직 타운,2014-02-03 17:00,I,59:59.0,스텐드바,198564.4685,451870.5858,스텐드바,,,기타,우수,상수도전용,,,,,,,,,N,60.52,,,
3000000,3000000-102-2003-00025,2003-12-08,,3,폐업,2,폐업,2010-09-30,,,,,81.22,110-836,서울특별시 종로구 종로5가 225-18 ,서울특별시 종로구 종로36길 11 (종로5가),3197,일송노래마당,2021-05-13 11:53,U,40:00.0,룸살롱,200285.1217,452008.5683,룸살롱,0,0,,,,,,,,,,,,N,81.22,,,
3000000,3000000-102-2004-00001,2004-02-20,,3,폐업,2,폐업,2006-03-06,,,,,,110-846,서울특별시 종로구 평창동 66-50번지 외 2필지(지하1층) ,,,킴스클럽,2004-02-27 0:00,I,59:59.0,룸살롱,197733.3918,456346.8474,룸살롱,0,0,,,,,,,,,,,,N,120.35,,,
3000000,3000000-102-2004-00004,2004-04-13,,3,폐업,2,폐업,2009-12-16,,,,222698787,,110-836,서울특별시 종로구 종로5가 182-6번지 지상2층 ,,,발리,2010-03-22 9:31,I,59:59.0,룸살롱,200143.1592,452039.5353,룸살롱,0,0,학교정화(상대),기타,상수도전용,,,,,,,,,N,131.81,,,
3000000,3000000-102-2004-00005,2004-04-20,,3,폐업,2,폐업,2019-06-05,,,,02 7426202,80.56,110-410,서울특별시 종로구 인의동 28-26번지 ,,,궁요리,2019-06-05 11:05,U,40:00.0,룸살롱,199826.2058,452259.3,룸살롱,,,,,,,,,,,,,,N,80.56,,,
3000000,3000000-102-2000-11408,2000-07-13,,3,폐업,2,폐업,2004-11-25,,,,222530858,,110-826,서울특별시 종로구 숭인동 280-0번지 ,,,궁전,2004-07-21 0:00,I,59:59.0,카바레,201425.3173,452309.1969,카바레,0,0,기타,기타,상수도전용,,,,,,,,,N,114.61,,,
3000000,3000000-102-2000-11411,2000-07-15,,3,폐업,2,폐업,2009-04-01,,,,02 7382208,,110-051,서울특별시 종로구 도렴동 113-1번지 ,,,궁전,2005-04-19 0:00,I,59:59.0,룸살롱,,,룸살롱,0,0,기타,기타,,,,,,,,,,N,88.51,,,
3000000,3000000-102-2000-11445,2000-08-04,,3,폐업,2,폐업,2007-05-11,,,,222535856,,110-825,서울특별시 종로구 숭인동 201-6번지 ,,,백야,2004-02-09 0:00,I,59:59.0,룸살롱,201833.3292,452396.5901,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,115.62,,,
3000000,3000000-102-2000-11460,2000-08-14,,3,폐업,2,폐업,2000-12-16,,,,02 7472053,,110-841,서울특별시 종로구 창신동 402-9번지 ,,,미향,2000-12-16 0:00,I,59:59.0,룸살롱,201309.0876,452031.7337,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,50.28,,,
3000000,3000000-102-2000-11471,2000-08-22,,3,폐업,2,폐업,2007-04-20,,,,02 7416739,,110-842,서울특별시 종로구 창신동 464-8번지 지상2층 ,,,알바노래마당,2006-01-04 0:00,I,59:59.0,룸살롱,200917.6079,452126.5017,룸살롱,0,0,기타,기타,,,,,,,,,,N,154.4,,,
3000000,3000000-102-2000-11482,2000-08-30,,3,폐업,2,폐업,2008-06-27,,,,02 7457551,,110-851,서울특별시 종로구 효제동 236-0번지 ,,,이학노래장주점,2004-02-27 0:00,I,59:59.0,룸살롱,200244.0097,452145.5369,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,80.92,,,
3000000,3000000-102-2000-11559,2000-10-18,,3,폐업,2,폐업,2006-01-20,,,,222379489,,110-825,서울특별시 종로구 숭인동 201-13번지 ,,,도우미,2004-02-17 0:00,I,59:59.0,룸살롱,201819.2447,452378.5803,룸살롱,0,0,기타,갑,상수도전용,,,,,,,,,N,81.84,,,
3000000,3000000-102-2000-11612,2000-11-16,,3,폐업,2,폐업,2001-03-26,,,,02 7202332,,110-071,서울특별시 종로구 당주동 19-0번지 ,,,엑스포,2001-03-26 0:00,I,59:59.0,룸살롱,197742.904,452109.1764,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,N,212.05,,,
3000000,3000000-102-2000-11613,2000-11-17,,3,폐업,2,폐업,2012-09-11,,,,02 7454798,,110-850,서울특별시 종로구 효제동 145번지 지상1층 ,"서울특별시 종로구 종로35길 40 (효제동,지상1층)",3126,구름이머무는곳,2009-03-10 10:22,I,59:59.0,룸살롱,200276.4007,452295.9275,룸살롱,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,19.14,,,
3000000,3000000-102-2000-11650,2000-11-27,,3,폐업,2,폐업,2004-03-22,,,,02 2352850,,110-841,서울특별시 종로구 창신동 328-18번지 ,,,라스베가스관광나이트,2001-08-17 0:00,I,59:59.0,고고(디스코)클럽,201273.8878,452163.2925,고고(디스코)클럽,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,1497.82,,,
3000000,3000000-102-2003-00011,2003-07-01,,3,폐업,2,폐업,2007-10-08,,,,207392242,,110-130,서울특별시 종로구 청진동 82번지 지상1층 ,,,시모나,2006-12-08 0:00,I,59:59.0,룸살롱,,,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,88.07,,,
3000000,3000000-102-2010-00011,2010-09-14,,3,폐업,2,폐업,2013-04-10,,,,,,110-858,서울특별시 종로구 수송동 58번지 두산위브파빌리온 지하1층 (B112) ,"서울특별시 종로구 삼봉로 81 (수송동,두산위브파빌리온 지하1층 (B112))",3150,노래하는 봄,2010-09-14 11:34,I,59:59.0,룸살롱,198324.6536,452252.8124,룸살롱,,,기타,,상수도전용,,,,,,,,,N,91.13,,,
3000000,3000000-102-2010-00012,2010-10-21,,3,폐업,2,폐업,2021-10-12,,,,,76.84,110-835,서울특별시 종로구 종로5가 50-3 (2층) ,"서울특별시 종로구 종로 229 (종로5가,(2층))",3126,나이스 노래바,2021-10-12 14:27,U,40:00.0,룸살롱,200208.5115,452117.3415,룸살롱,2,0,학교정화(상대),,,0,0,0,0,0,,0,0,N,76.84,,,
3000000,3000000-102-2010-00014,2010-12-01,,3,폐업,2,폐업,2022-10-31,,,,02  22607500,75.8,110-836,서울특별시 종로구 종로5가 214-3 (2층) ,"서울특별시 종로구 종로 232 (종로5가,(2층))",3196,궁 노래짱,2022-10-31 13:32,U,40:00.0,룸살롱,200241.8933,452052.7941,룸살롱,0,0,기타,,,0,0,0,0,0,,0,0,N,75.8,,,
3000000,3000000-102-2010-00015,2010-12-20,,3,폐업,2,폐업,2016-08-11,,,,02  722 9464,,110-858,서울특별시 종로구 수송동 58번지 두산위브파빌리온 지하1층 122호 ,"서울특별시 종로구 삼봉로 81 (수송동,두산위브파빌리온 지하1층 122호)",3150,그레이스,2010-12-20 12:22,I,59:59.0,룸살롱,198324.6536,452252.8124,룸살롱,,,기타,,상수도전용,,,,,,,,,N,61.88,,,
3000000,3000000-102-2011-00001,2011-02-28,,3,폐업,2,폐업,2016-03-07,,,,,,110-470,서울특별시 종로구 연지동 200번지 (지하1층) ,"서울특별시 종로구 종로31길 40 (연지동,(지하1층))",3129,베르사유 노래장,2013-10-04 14:46,I,59:59.0,룸살롱,199863.1345,452263.5339,룸살롱,,,기타,,,,,,,,,,,N,127.13,,,
3000000,3000000-102-2011-00002,2011-04-01,,3,폐업,2,폐업,2011-06-08,,,,02  22698787,,110-836,서울특별시 종로구 종로5가 182-6번지 (지상2층) ,,,발리,2011-04-01 12:33,I,59:59.0,룸살롱,200143.1592,452039.5353,룸살롱,,,기타,,,,,,,,,,,N,131.82,,,
3000000,3000000-102-2010-00009,2010-09-02,,3,폐업,2,폐업,2018-01-30,,,,,,110-851,서울특별시 종로구 효제동 245-5번지 (지상1층) ,"서울특별시 종로구 대학로2길 9 (효제동,(지상1층))",3126,영일만,2018-01-30 16:03,I,59:59.0,간이주점,200161.5011,452143.7486,간이주점,,,,,,,,,,,,,,N,32.83,,,
3000000,3000000-102-2007-00006,2007-06-22,,3,폐업,2,폐업,2008-10-31,,,,02 7411188,,110-842,서울특별시 종로구 창신동 442-3번지 (지상7층) ,,,이스턴가요장,2010-06-08 15:02,I,59:59.0,룸살롱,200840.4283,452076.902,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,381.5,,,
3000000,3000000-102-2003-00014,2003-07-09,,3,폐업,2,폐업,2018-05-09,,,,02   7423350,,110-126,서울특별시 종로구 종로6가 150-3번지 (지하1층) ,"서울특별시 종로구 종로41길 17 (종로6가,(지하1층))",3125,귀빈노래주점,2018-05-09 13:53,I,59:59.0,룸살롱,200506.1779,452186.7658,룸살롱,0,0,,,상수도전용,,,,,,,,,N,21.8,,,
3000000,3000000-102-2003-00016,2003-07-25,,3,폐업,2,폐업,2014-05-13,,,,207346065,,110-130,서울특별시 종로구 청진동 11-3번지 ,서울특별시 종로구 종로5길 32-3 (청진동),3158,천지노래주점,2004-12-22 0:00,I,59:59.0,룸살롱,198228.9997,452174.5777,룸살롱,0,0,,,상수도전용,,,,,,,,,N,69.59,,,
3000000,3000000-102-2001-12245,2001-12-26,,3,폐업,2,폐업,2008-10-31,,,,02 22789077,,110-123,"서울특별시 종로구 종로3가 160, 161번지 ",,,쌈바크럽,2010-06-08 15:03,I,59:59.0,룸살롱,,,룸살롱,0,0,,,상수도전용,,,,,,,,,N,155.56,,,
3000000,3000000-102-2002-00001,2002-01-09,,3,폐업,2,폐업,2019-03-04,,,,02   7255846,71.16,110-110,서울특별시 종로구 서린동 127번지 ,서울특별시 종로구 청계천로 17 (서린동),3188,베를린,2019-03-04 13:38,U,40:00.0,룸살롱,198119.9367,451902.6932,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,71.16,,,
